"","Publication","Code","AdditionalTaxonomicInfo","Genus","Species","CurrentGenus","CurrentSpecies","ForamEcogroup","EcoGroupPub","Sample.Name","Material","Lab","Forams","MarineMetazoa","Teeth","NaturalSynthetic","Mollusk","Lake","Corals","N","D47","D47error","Temperature_C","Temperature","TempError_C","TempError","d18O.water","d18O.water.SD","Acid.T","pH","Source","CDESorICDES","LARGEorSMALL","SyntheticVSForam","BenthicPlanktic"
"68","2018","Breitenbach","Foraminifera","","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides T90-01B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.607,0.007,11.5906,12.3339223,0.02435,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"69","2018","Breitenbach","Foraminifera","","Globigerinoides sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides sacculifer MD77191","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.587,0.007,28.7187,10.97397158,0.02124,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"70","2018","Breitenbach","Foraminifera","","Globigerinoides sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides sacculifer SHAK7-6ME","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.613,0.007,21.7331,11.50006336,0.02167,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"71","2018","Breitenbach","Foraminifera","","Globigerinoides sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides sacculifer T86-10B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",11,0.601,0.014,21.9233,11.48524259,0.02128,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"72","2018","Breitenbach","Foraminifera","","Neogloboquadrina pachyderma","Neogloboquadrina","pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma LOMROG 2009 PC-09","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",12,0.659,0.007,2.939,13.11903203,0.02157,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"73","2018","Breitenbach","Foraminifera","","Neogloboquadrina pachyderma","Neogloboquadrina","pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma MD012414","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.647,0.011,1.978,13.21083954,0.02146,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"74","2018","Breitenbach","Foraminifera","","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata T86-08B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",10,0.606,0.008,15.274,12.02090622,0.02231,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"75","2018","Breitenbach","Foraminifera","","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata T90-04B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.643,0.008,13.625,12.15954777,0.02287,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"76","2018","Breitenbach","Foraminifera","","Neogloboquadrina dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","Neogloboquadrina dutertrei BOFS30K","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",11,0.629,0.011,19.884,11.64565643,0.02267,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"77","2018","Breitenbach","Foraminifera","","Orbulina universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa BOFS30K","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.606,0.013,21.284,11.53517219,0.02266,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"78","2018","Breitenbach","Foraminifera","","Orbulina universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa SHAK4-3MA","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.605,0.008,18.818,11.73085023,0.02241,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"79","2018","Breitenbach","Foraminifera","","Orbulina universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa T90-03B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.606,0.005,14.855,12.05590855,0.02236,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"80","2018","Breitenbach","Foraminifera","","Orbulina universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa WIND 10B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.595,0.006,18.16,11.78390448,0.0222,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"81","2018","Breitenbach","Foraminifera","","Globorotalia hirsuta","Globorotalia","hirsuta","4 Open ocean sub-thermocline","Aze et al 2011","Globorotalia hirsuta T90-03B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.634,0.017,10.273,12.44886676,0.02232,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"82","2018","Breitenbach","Foraminifera","","Globorotalia hirsuta","Globorotalia","hirsuta","4 Open ocean sub-thermocline","Aze et al 2011","Globorotalia hirsuta T90-08B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.618,0.01,11.034,12.38228382,0.0223,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"83","2018","Breitenbach","Foraminifera","","Globorotalia menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","Globorotalia menardii BOFS30K","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.604,0.013,18.963,11.71920713,0.0224,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"84","2018","Breitenbach","Foraminifera","","Globorotalia menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","Globorotalia menardii MD77191","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.608,0.007,21.393,11.52663625,0.02232,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"85","2020","Meinike","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides CD107 A ML 5A","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.635,0.006,13.1134,12.20304885,0.02455,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"86","2020","Meinike","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides CD94 17B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.628,0.005,15.9142,11.96771898,0.02424,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"87","2020","Meinike","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides GS06-144-19MC","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",18,0.634,0.006,11.5525,12.33722367,0.02468,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"88","2020","Meinike","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides KL88","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",17,0.629,0.006,14.9584,12.04725655,0.02417,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"89","2020","Meinike","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides SO213-84-2","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.648,0.004,8.6415,12.5934355,0.02411,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"90","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides conglobatus","Globigerinoides","conglobatus","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides conglobatus SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.593,0.008,25.422,11.21764896,0.02244,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"91","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides conglobatus","Globigerinoides","conglobatus","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides conglobatus SO225-53-1","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.61,0.007,23.357,11.37444195,0.02226,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"92","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber KL88","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",19,0.634,0.007,16.6676,11.90557811,0.01908,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"93","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.577,0.006,28.6515,10.97885912,0.01906,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"94","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.601,0.007,28.6515,10.97885912,0.01906,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"95","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",18,0.606,0.005,28.6515,10.97885912,0.01906,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"96","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber SO225-53-1","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",17,0.607,0.007,24.3588,11.29796871,0.01914,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"97","2020","Meinike","Foraminifera","Globigerinoides","Globigerinoides ruber white s.s.","Globigerinoides","ruber","","","Globigerinoides ruber white s.s. WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",19,0.608,0.008,26.9541,11.10340401,0.0191,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"98","2020","Meinike","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma","Neogloboquadrina","pachyderma","","","Neogloboquadrina pachyderma GS15-198-63MC","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.669,0.006,5.843,12.84734499,0.02105,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"99","2020","Meinike","Foraminifera","Neogloboquadrina","Neogloboquadrina dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","Neogloboquadrina dutertrei CD145 A150","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.602,0.008,20.87,11.56767966,0.02305,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"100","2020","Meinike","Foraminifera","Neogloboquadrina","Neogloboquadrina dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","Neogloboquadrina dutertrei WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.601,0.005,19.72,11.65870264,0.02209,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"101","2020","Meinike","Foraminifera","Pulleniatina","Pulleniatina obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","Pulleniatina obliquiloculata SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",17,0.587,0.005,24.081,11.31909734,0.02219,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"102","2020","Meinike","Foraminifera","Pulleniatina","Pulleniatina obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","Pulleniatina obliquiloculata SO225-53-1","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.6,0.005,19.566,11.67097332,0.02213,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"103","2020","Meinike","Foraminifera","Pulleniatina","Pulleniatina obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","Pulleniatina obliquiloculata WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.603,0.005,20.185,11.62176876,0.02236,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"104","2020","Meinike","Foraminifera","Trilobatus","Trilobatus sacculifer","Trilobatus","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Trilobatus sacculifer SO225-53-1","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",15,0.599,0.005,25.042,11.24625753,0.02099,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"105","2020","Meinike","Foraminifera","Trilobatus","Trilobatus sacculifer","Trilobatus","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Trilobatus sacculifer WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",25,0.597,0.006,24.311,11.30160002,0.02081,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"106","2020","Meinike","Foraminifera","Trilobatus","Trilobatus trilobus","Trilobatus","trilobus","Mixed-layer habitat with symbiotic associations","Pearson et al 1997","Trilobatus trilobus OJP2016 MW0691 1.5BC11","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.592,0.005,25.214,11.23329485,0.02315,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"107","2020","Meinike","Foraminifera","Trilobatus","Trilobatus trilobus","Trilobatus","trilobus","Mixed-layer habitat with symbiotic associations","Pearson et al 1997","Trilobatus trilobus SO164-25-3","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",19,0.59,0.008,27.27,11.08006521,0.02251,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"108","2020","Meinike","Foraminifera","Trilobatus","Trilobatus trilobus","Trilobatus","trilobus","Mixed-layer habitat with symbiotic associations","Pearson et al 1997","Trilobatus trilobus SO225-53-1","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",22,0.605,0.006,23.955,11.32870007,0.02236,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"109","2020","Meinike","Foraminifera","Trilobatus","Trilobatus trilobus","Trilobatus","trilobus","Mixed-layer habitat with symbiotic associations","Pearson et al 1997","Trilobatus trilobus WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",23,0.594,0.005,23.138,11.3912629,0.02228,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"110","2020","Meinike","Foraminifera","Globoconella","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata CD94 17B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.631,0.008,11.151,12.37209441,0.02234,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"111","2020","Meinike","Foraminifera","Globoconella","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata GS06-144-19MC","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",18,0.64,0.006,11.532,12.33900055,0.0217,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"112","2020","Meinike","Foraminifera","Globoconella","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata KL88","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",17,0.643,0.006,11.743,12.32073007,0.02237,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"113","2020","Meinike","Foraminifera","Globoconella","Globoconella inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","Globoconella inflata SO213-84-2","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",19,0.648,0.007,9.886,12.48293313,0.02227,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"114","2020","Meinike","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma","Neogloboquadrina","pachyderma","","","Neogloboquadrina pachyderma GS15-198-38MC","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",23,0.67,0.008,5.387,12.88944485,0.02155,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
